id,name,followers,favourites
6484,jasdrubalgarcia,672,1694
6485,SViveDigital,673,2
6486,BabelDocumental,674,57
6487,mesfixsas,676,341
6488,cartagenaandrea,676,300
6489,Julianshhho,677,1253
6490,lisbethfog,677,75
6491,TyNGovernments,677,100
6492,MRXLOZADA,678,2711
6493,sapco_oficial,679,153
6494,Meta_VDR,680,10
6495,samirviloria,682,281
6496,maria_mosquera,683,395
6497,molde_perfecto,684,1338
6498,KitaRivas,685,604
6499,SolamenteLilith,685,1351
6500,Initaval,687,83
6501,confibercom,688,0
6502,chiquitiqui,688,1634
6503,Natiguan,689,425
6504,wefcolombia,689,0
6505,Yubeilis,690,96
6506,OsteoArtrosis,691,580
6507,ColTICParty,692,0
6508,pateguerrero,692,408
6509,PaoLaPalma,694,773
6510,AcaciasVD,694,560
6511,Yo_se_cositas,696,2
6512,ividalf,697,64
6513,casanare_,698,123
6514,LaGuaty,699,33
6515,Carlitosol,699,493
6516,AndresGalindoS,700,252
6517,_MaxAyala,700,2301
6518,CHRISTIANBRIC13,700,1831
6519,LeoVassallo,702,1867
6520,pipetrujillo,703,951
6521,ingepectvocana,703,1
6522,JMPinzon,706,1980
6523,agendaciudad,707,18
6524,rodolfozambrano,707,56
6525,hr_mr_zork,708,393
6526,tHeiCHaRLie,708,700
6527,MariacaBuendia,709,1816
6528,ukanbook,709,169
6529,samhirvasdev,710,331
6530,andres9533,711,1660
6531,yosoychunflai,711,830
6532,analasalazar,716,1289
6533,TierraltaCor,718,57
6534,SEDBOLIVAR,720,49
6535,gloriabfranco,721,45
6536,Rukairo,721,266
6537,vivigutimor,722,653
6538,FerminGaitan,723,279
6539,giovannigaray1,724,280
6540,Fersama,726,234
6541,dianapla,726,111
6542,DesignBeachBum,726,208
6543,CHRISSON3,726,6
6544,LUISAPARRAA,728,164
6545,Elizabethm09,728,842
6546,enriqueoyaga,728,61
6547,jsotomayorgil,732,890
6548,JuliRamiCada,733,259
6549,raulnfc,733,1173
6550,IndustriaMovil,733,21
6551,DynamicSpectrum,734,279
6552,tecnotaxia,737,45
6553,pedrosaantiago,738,1169
6554,GasnovaCo,739,418
6555,Susy_Romeror,741,523
6556,fabiolamsilva1,742,64
6557,karenmejiasoto,745,198
6558,NataliaQG,747,161
6559,MVMIngenieria,747,613
6560,CCPL2003,749,348
6561,pandeyuco,750,334
6562,analululenis,754,1127
6563,xyrer,754,2146
6564,UCooperativaAra,754,746
6565,camivillamizar,754,2807
6566,ehljardine,755,310
6567,MonoHoyos,758,66
6568,alcaldiaflandes,759,169
6569,Franghetto,760,87
6570,jcescobarb,762,644
6571,shirleysanchez,762,895
6572,seak_app,762,1722
6573,GobDigitalAtlan,763,81
6574,IndraenColombia,764,184
6575,fdoatehortua,766,1970
6576,quienselemide,766,121
6577,DIEGOTOBONES,767,123
6578,yesipulga,768,655
6579,SecTICNorte,769,187
6580,UnadZcori,769,3
6581,ElMasLampara,770,743
6582,CostaLine_CO,771,34
6583,dejesumensaje,772,2446
6584,NucleoTech,772,91
6585,juankfajar,774,776
6586,hegel24horas,775,73
6587,HectorHugoR,775,479
6588,Andrei_Navas,775,18
6589,ChalaIsaias,777,133
6590,EventsiteApp,785,30
6591,mafe3d,785,1883
6592,JIgnacio66,787,183
6593,n0wh3r3m4n,789,1291
6594,AnvarGear,789,55
6595,info_1_,792,43
6596,gloriaga68,794,1195
6597,cloudseguro,794,148
6598,ClariINVIDENTE,794,781
6599,AngieNorena,795,756
6600,njoharuiz,795,445
6601,aliciaestrada,799,47
6602,TecnoRot,799,1487
6603,MafeCorreaE,800,830
6604,christophsteck,801,36
6605,CamilaCaballer3,802,1021
6606,sandovalparra,804,69
6607,AngeloQuinteroP,805,28
6608,giomarherrera,808,602
6609,frerozo,811,501
6610,epenagos,811,1837
6611,munozcesar,812,2617
6612,LealaChavez01,813,236
6613,Aarteaga87,813,40
6614,samperen,814,1344
6615,FundaMABP,815,298
6616,miguepenaranda,815,852
6617,MayerlyDz,816,927
6618,ocanadigital,818,28
6619,GermanCalvoB,820,57
6620,CaquetaVDigital,820,536
6621,monalexan,823,314
6622,NuestrasTIC,823,27
6623,Nellyestradalop,823,1450
6624,AlcPelayo,823,25
6625,brendannee,825,132
6626,diacarolon,825,90
6627,OrinocoTIC,837,1314
6628,elsemaforouraba,842,10
6629,PaCris,844,431
6630,LaCasa81,844,43
6631,HUMBERTOVANEGAS,845,125
6632,Briceidaca,854,1431
6633,Juravanne,854,547
6634,Tatitenjo,855,1282
6635,Autopoietico,857,192
6636,japaolini,857,75
6637,sergiomeneses,858,1492
6638,cossiotic,861,340
6639,cvenjambre,861,68
6640,fredytoduran,862,1674
6641,networkingcafe,864,20
6642,MiguelGMJ,872,233
6643,_andrsperdomo,872,2551
6644,ahenaob1,874,2598
6645,camiloquintanan,877,116
6646,benjaminarodrig,877,673
6647,miguelandreg,878,1113
6648,artemisa_88,880,2389
6649,Fabiancadena,880,219
6650,ElbaCineplex,881,638
6651,colilla,881,128
6652,ginavalen,881,79
6653,imarrugoj,885,974
6654,diegoalebarrera,885,574
6655,alejozambranor,892,295
6656,caramburuc,893,2226
6657,JuanVilladiego,893,476
6658,OscarLeonSuarez,897,47
6659,GrupoOET,898,34
6660,LuFraR,899,133
6661,ElkinSanchez,901,54
6662,rociohendez,902,1877
6663,bibimbacuan,902,644
6664,Mardiniii,902,1317
6665,alejobrainz,905,312
6666,SpanishinCO,911,1127
6667,carolinatrigo,911,1004
6668,AdriLopezCorrea,914,2444
6669,JuanMVic,915,233
6670,Walther_Ramirez,916,2259
6671,delmcali,918,1
6672,posadauribe,918,94
6673,AlvaroGarciaHoy,919,17
6674,_alvaroramirez_,919,1452
6675,germancen,924,1109
6676,BlancaEB,925,134
6677,SM_Cali,925,208
6678,PremioColinea,925,121
6679,UNRADIOWEB,928,3
6680,UPBPalmira,933,2
6681,bycarmontiel,935,1409
6682,GuiseppeCaypa,937,180
6683,melvagregoria,940,954
6684,paporutz,941,2354
6685,AndresFelipeGE,942,104
6686,alejo8591,945,104
6687,betyvelezr,950,501
6688,callaurrea,958,456
6689,BarbaraUbaldi,959,569
6690,bhhsrubinare,959,9
6691,Boya_ca,960,31
6692,ansaca,963,355
6693,AnaCaroQuiroga,964,1347
6694,urbano2068,972,2858
6695,CesarVilchez,978,1466
6696,cmeacryt,980,1650
6697,vannesaromero,980,1
6698,cjconstante,983,90
6699,andresmao,984,240
6700,DIANOTAP,984,1279
6701,Aldeamo,986,357
6702,JuanAngarita,987,467
6703,GuettaDavid2009,993,229
6704,AR_Wilman,994,37
6705,YONA_ATE,996,2277
6706,Area_Educada,998,35
6707,PeruEnColombia,1000,39
6708,ChamoCardona,1002,102
6709,emisoranvaepoca,1004,12
6710,davidreina88,1004,1931
6711,jairogalindo,1007,1977
6712,jcamilorv,1008,324
6713,roleonel,1014,96
6714,EeZeCleanLA,1014,1280
6715,agendacolombia,1016,0
6716,CRCteresponde,1016,282
6717,jesusmartincafe,1016,731
6718,darcybarrera,1020,2280
6719,CataCruzC,1021,67
6720,Richard_Sergio,1022,61
6721,federicoavila,1022,198
6722,PaulaLlobet,1026,1868
6723,habamadrina,1026,1799
6724,rmpepper,1028,599
6725,SantuarioRda,1030,3
6726,mafermx,1031,774
6727,grupoly,1032,71
6728,LoreSanchezM,1033,409
6729,vivelabmzls,1033,89
6730,Juanc1019,1033,234
6731,anaipc,1038,967
6732,IreneCriollo,1038,361
6733,Danipilze,1038,66
6734,carolisethgut,1040,1233
6735,PedroDeLaTorre,1040,710
6736,Juan_pedraza,1041,774
6737,CucutaTIC,1043,1
6738,unaulaextension,1044,300
6739,iramarope,1046,7
6740,Angelica_Obando,1048,1744
6741,daladierMsaez,1048,34
6742,DetonanteFest,1048,650
6743,4sqColombia,1051,255
6744,alexgreencode,1052,873
6745,PedroSanabriaCo,1056,104
6746,merideangroup,1062,6
6747,linitagomez,1062,3
6748,MeraniProyectos,1063,288
6749,AlcaTuchin,1064,234
6750,hector_sandoval,1064,167
6751,CarlosPC_Mx,1074,1711
6752,rosasdoneloy,1074,328
6753,chlewey,1074,381
6754,viciovillano,1075,1900
6755,juliteja,1075,1415
6756,thesec_news,1076,1766
6757,LianaOvalles,1076,25
6758,alejo_digital,1077,257
6759,AndrESVichada,1080,155
6760,RobertoBolullo,1081,1152
6761,jorgeaarturo,1087,893
6762,FitacBun,1088,21
6763,verlaciudad,1089,163
6764,Lentesplusco,1092,960
6765,Mike_O_Mora,1094,2100
6766,RadioamigaIn,1097,314
6767,morpheusco,1098,205
6768,zelticfrost,1098,2300
6769,acelafritz,1099,367
6770,Wilmar_Solarte,1101,116
6771,juandaposada,1102,1197
6772,AlfonsoBECERRA,1105,2614
6773,oruedag,1106,46
6774,Nadia_deavila,1107,696
6775,Guiulianapolis,1107,340
6776,Tele_Antioquia,1109,0
6777,PTGuatiguara,1112,802
6778,VictoriaGrz,1116,248
6779,pintocobos,1116,2702
6780,isjiga,1118,679
6781,DIMIPAE,1121,1536
6782,GalfApp,1122,325
6783,ITU_AOChile,1122,1399
6784,BogotaSIGGRAPH,1122,1123
6785,IvanysPalencia,1125,150
6786,AlcaldiaBahiaS,1128,550
6787,sandramorenocor,1137,1305
6788,OlimpiaIT,1143,656
6789,L2012BMX,1146,0
6790,directorplay,1148,4
6791,jcardenas,1155,1402
6792,Diegohps,1157,112
6793,cperegion2,1157,39
6794,VivelabCTG,1163,466
6795,paulamonse,1171,2136
6796,colinita,1175,1804
6797,JuanDBarrantes,1177,582
6798,CarlosMarv,1179,1785
6799,mariapf,1180,1668
6800,RubenOspina7,1180,1229
6801,laspartes,1185,75
6802,HectorMauricio9,1188,1836
6803,gizmos_es,1189,50
6804,roberflex1,1192,828
6805,peligentedebien,1192,1166
6806,Adsmovil,1195,1112
6807,GGDGColombia,1197,3
6808,Nochenka88,1199,523
6809,margaritamra,1200,1995
6810,_YC,1200,9
6811,martin_hilbert,1200,14
6812,fumigador,1204,1703
6813,ConexBienestar,1211,146
6814,Margiese,1212,1629
6815,cahurtador,1217,1730
6816,mmargaritamora,1218,676
6817,JaimeBautista,1218,236
6818,Jp_Remolina,1224,866
6819,ferchocolombia,1231,303
6820,misabelinero,1234,109
6821,manuelpachon,1236,2278
6822,AlcaldiadeViota,1237,655
6823,ViveLabPereira,1237,227
6824,catirestrepo,1240,82
6825,Karelman,1243,593
6826,elMuseoDigital,1243,465
6827,sysmaya,1246,4
6828,OracleCOL,1246,107
6829,NathalyLurduy,1248,338
6830,DIRSI,1249,155
6831,Lexylexy__,1263,323
6832,Data_junkie,1267,1652
6833,PANORAMIKA,1267,258
6834,taltv,1275,1497
6835,Camppuec,1278,292
6836,JOSEGAMEZLOPEZ,1279,1548
6837,RedApoyoCol,1282,235
6838,JorgeUrrea,1289,1473
6839,SoyDavidPrieto,1295,990
6840,InnovaCaribe,1300,665
6841,lanuevapecas,1304,1931
6842,MoMoBog,1309,28
6843,fredyaz,1312,2328
6844,lifeisrocknroll,1312,2346
6845,Literathus,1313,117
6846,nelsonareva,1314,226
6847,madame_web,1316,45
6848,GobiernoEnRedes,1322,1011
6849,Nat_Albanil,1326,1559
6850,TwiteratonBta,1329,146
6851,JeniferCT,1331,261
6852,RadioCapiro,1337,6
6853,ricardocandelas,1346,0
6854,JURIDIAsas,1347,91
6855,AlcPuertoAsis,1347,1
6856,Plazasnews,1348,247
6857,TestingChoucair,1354,620
6858,luisfeacostasan,1365,46
6859,Pixelgoomba,1366,627
6860,janemedina,1368,33
6861,YackReyes,1371,1963
6862,lehurtado,1374,99
6863,EstrategaEduTIC,1377,1599
6864,erikacastrob,1379,643
6865,michecos,1379,178
6866,nor_salazar,1380,47
6867,CaracolMzales,1388,0
6868,KikeLuis1983,1393,6
6869,col_buendia,1394,1716
6870,chinvenguenchon,1396,1180
6871,diewagner,1396,427
6872,Lina_Coral,1397,997
6873,antoniopazc,1398,1718
6874,DeanLermen,1399,168
6875,picodocumental,1401,857
6876,IEHColombia,1406,37
6877,TAEROBICS,1413,309
6878,ChaviGol17,1418,595
6879,Karoldau,1420,772
6880,deaquello,1423,406
6881,Wavinemba,1424,1284
6882,ImprentaNalCol,1425,114
6883,ferrejosepramon,1432,1721
6884,criptoayudas,1433,121
6885,alejo_ib,1436,1396
6886,twtColombia,1440,0
6887,SaturnSA4,1441,19
6888,berthaliciag,1442,1508
6889,ACIEMAntioquia,1443,878
6890,aerodriguezCol,1445,145
6891,AlcaldiaPatios,1452,37
6892,AnesKanya,1453,880
6893,PlacetoPay,1453,1033
6894,MauricioMrls,1456,18
6895,E_learningblog,1465,0
6896,hlinares,1468,408
6897,AlcaldiadeMocoa,1478,495
6898,MadreGaia,1478,18
6899,Joseblanco81,1480,344
6900,TaniaLu,1482,514
6901,SANTANDERAPPS,1485,413
6902,social_lista,1489,0
6903,lamagnetica_co,1489,20
6904,AlainManjarres,1489,588
6905,CTOMinTic,1491,57
6906,Mjcomunica,1491,329
6907,Interoute_es,1492,1890
6908,Trust4Americas,1493,1843
6909,julioguerrat,1493,52
6910,pmarqueze,1494,1069
6911,rofacio,1497,908
6912,racostapinto,1501,59
6913,ivadguerra,1503,923
6914,Soata_,1503,627
6915,AppscoMacondo,1503,1481
6916,Avalonzero,1514,687
6917,Conde_VictorM,1515,1301
6918,catmiddleton,1515,937
6919,OleWow,1518,150
6920,buho_media,1518,124
6921,ENTERFOROS,1519,218
6922,mferragut,1521,2565
6923,RafaelValek,1524,1624
6924,PastoDigital,1530,761
6925,Rodolfovg,1531,608
6926,lotvx,1543,895
6927,ArielPontonC,1543,559
6928,ArielPonton,1545,17
6929,Granjo360,1554,1623
6930,MoniParadaLL,1554,269
6931,jcmisnaza,1555,1056
6932,KLCardenas,1555,945
6933,Luzhelenaf,1556,653
6934,Codaltec,1558,483
6935,Hannutas,1563,1549
6936,jefreybulla,1563,1133
6937,JuanCamiloGC,1564,1763
6938,naskadigital,1565,248
6939,GERMANROZOANIS,1572,848
6940,jaimeteno,1573,772
6941,PrensaMicrosoft,1577,60
6942,PrensaTocancipa,1577,94
6943,lauragutierrezq,1578,2327
6944,bolaetrapocom,1578,1
6945,FincaLaMoraleja,1578,87
6946,StephaniaV,1580,1122
6947,rafaelsocarras,1587,1095
6948,oeruiz,1588,525
6949,CarolinaGuayara,1589,199
6950,miguelcordoba10,1590,1475
6951,DSepDC,1594,1157
6952,FerminGelvez,1599,1333
6953,ebotero,1602,12
6954,ViveLabAtco,1603,694
6955,WEConnection_LA,1606,60
6956,mechitas71,1610,779
6957,bernatico,1617,1029
6958,appsicesi,1623,1228
6959,Marketinalia,1624,84
6960,AlcaldiaMomil,1630,936
6961,techpeople,1645,0
6962,AdvanStudio,1646,16
6963,johanych,1653,992
6964,ROBINCASTILLO,1657,486
6965,JmanuRojas,1658,287
6966,igdacolombia,1658,17
6967,sanchezrozo,1663,574
6968,GCCS2015,1667,35
6969,oscarantolinez,1668,1870
6970,BanQuApp,1669,772
6971,LauraMantilla,1682,420
6972,nosfaltamundo,1684,512
6973,carlosjmurcia,1685,36
6974,DanielRiosHoyos,1686,301
6975,AntonioTrejo,1691,414
6976,LinaRivera,1692,207
6977,silenceway,1692,138
6978,Tuiterrestre,1698,275
6979,SenecaDigital,1698,247
6980,Undivagus,1714,738
6981,MickaelMRe,1734,2213
6982,Frecuencia_U,1735,804
6983,ETTYPARRA,1739,2705
6984,carlosmunozlop,1747,404
6985,REDialColombia,1751,301
6986,Senal_Cumbia,1761,2159
6987,LuiAlirio,1767,558
6988,ciencuadras,1779,6
6989,SwingLatinoCali,1780,232
6990,marioachamorro,1781,1791
6991,redsalvavidas,1783,920
6992,ingededreu,1784,580
6993,luiscano,1796,27
6994,catalinaescobar,1802,468
6995,MprendeMujer,1803,262
6996,ACIEM_Nacional,1803,209
6997,AlejoRinconM,1805,2595
6998,Casillero472,1807,91
6999,JUANDRPO,1821,329
7000,VivelabQuindio,1823,1232
7001,dianaparrasilva,1826,12
7002,fejorca,1828,144
7003,GinaCentanaro,1833,770
7004,altruista,1834,1001
7005,AnderssonFrutos,1835,117
7006,mprietocamelo,1843,754
7007,RSessions,1843,264
7008,msolcamacho,1849,2091
7009,domingogobierna,1852,129
7010,SAIANTIOQUIA,1856,190
7011,JulianaPlata,1856,476
7012,Neivadigital,1869,496
7013,DondeJimmy,1869,2150
7014,wrincon,1882,1572
7015,appscobquilla,1883,1169
7016,lourdescasanova,1891,2158
7017,veapueswilli,1892,2052
7018,olguitarios,1903,652
7019,DiegodeUV,1907,30
7020,coautonauta,1914,385
7021,GermanRuedaM,1915,194
7022,wilberthfonseca,1916,583
7023,PlayGroundDO,1916,311
7024,CeibaSoftware,1919,998
7025,COETTC,1922,1884
7026,IP_v6,1936,0
7027,aarango,1936,1842
7028,luishernando,1944,1707
7029,LewStatic,1949,116
7030,AppBonAppetit,1950,643
7031,CataWar,1956,1465
7032,AzulesMarinos,1958,93
7033,M3MusicCo,1964,306
7034,StreetwiseLife,1964,311
7035,LNTecnologica,1968,6
7036,marcelaprietobo,1976,88
7037,Juansealvis,1982,693
7038,CGTI_Guayana,1983,54
7039,Humantific,1984,86
7040,alcaldiaaguazul,1992,3
7041,BIOS_CO,1996,1033
7042,RadioCoscorria,1997,35
7043,AntartidaCol,1997,604
7044,co_workinglabs,1998,1351
7045,G20ICT,2005,1150
7046,marinastereo,2007,67
7047,CAMCOLOMBOCHINA,2010,111
7048,RafaelAbuchaibe,2019,38
7049,twiterinario,2027,254
7050,Pamplona_NdS,2028,159
7051,JESSICA7458,2036,2295
7052,katxako,2044,1110
7053,EdwinZacipa,2045,313
7054,CaldasAlcaldia,2049,2543
7055,stephykintero,2050,233
7056,MarilynLopezF,2052,348
7057,ErnestoVisual,2054,1089
7058,humbertodorado,2057,63
7059,Confevocoltics,2062,323
7060,awaldraff,2084,453
7061,alobregone,2086,2660
7062,DonPingarria,2095,72
7063,miguelaristi,2104,945
7064,InclusionTIC,2113,31
7065,iPremiumClub,2118,2347
7066,VivelabMonteria,2119,192
7067,pierreonzaga,2120,1284
7068,EcologicWorld7,2121,4
7069,Datexco,2125,38
7070,varelawilliam,2129,3
7071,adrenalinagem,2150,14
7072,omiratia,2155,83
7073,DianaGonzalezTT,2175,4
7074,Chocovisible,2191,341
7075,JonathanSL7,2193,1671
7076,hermesruizrinco,2196,967
7077,Caquetaaldia,2197,253
7078,fenascol,2201,381
7079,AREMCA,2210,1040
7080,jennygameza,2220,1703
7081,alcamoes,2220,43
7082,AlcElColegio,2226,21
7083,CesarAOcampoR,2232,463
7084,observatoriocol,2240,8
7085,ivancaro921,2250,371
7086,JazmarEstereo,2255,143
7087,juanguirios,2267,351
7088,BolsaMercantil,2269,1441
7089,ideofono,2295,947
7090,elmompirri,2295,505
7091,wallysabria,2298,112
7092,resonanciacol,2299,274
7093,RubeDirey,2308,1077
7094,assoritam,2308,808
7095,mrjosuegonzalez,2311,739
7096,jaimejaramillor,2317,2521
7097,TonyLemusN,2323,54
7098,vallejolorena,2338,282
7099,SinergiaInfo,2342,1
7100,Eventticworld,2350,1885
7101,elOpinista,2366,1247
7102,YoCreoEnLaPaz,2366,1158
7103,OyemeUtadeo,2368,238
7104,MediastreamCO,2368,15
7105,MischaDohler,2370,2317
7106,LegalAppMJ,2373,2416
7107,mlopezplana,2382,1834
7108,AuryGuerreroBow,2382,86
7109,soybanano,2398,219
7110,adriaanalsema,2414,125
7111,germannube,2426,1020
7112,camaraduitama,2456,1047
7113,LePoie,2460,509
7114,andreitaariasr,2471,1760
7115,nomasfilasco,2493,744
7116,JuliMoncadaE,2496,1457
7117,DerechosMujer,2504,2
7118,ConexionEX,2504,1905
7119,auramavega,2513,329
7120,TheWorldfolio,2528,2517
7121,LorenaChaparro,2535,46
7122,alcachipay,2536,135
7123,SecTICyCompeMzl,2571,1013
7124,karlatapiar,2581,2917
7125,nawaloficial,2583,829
7126,SilvanaIdeas,2587,548
7127,imagenfest,2591,727
7128,Museo_del_oro,2594,36
7129,ICDLColombia,2606,767
7130,ConDirectoRtvc,2614,60
7131,jorgemarin,2618,1103
7132,jairflorez61,2629,327
7133,MichiTorresC,2640,2857
7134,EdwinBohorquezA,2640,28
7135,lexygaray,2642,952
7136,sidenauta,2666,263
7137,AgenciaDefensaJ,2668,242
7138,machecor,2670,614
7139,VOZDELCINARUCO,2704,2
7140,everlyco,2719,731
7141,redgealc,2722,1157
7142,laprimicia_,2732,1251
7143,ClusterCreaTIC,2734,2220
7144,CulturaGeekR,2749,29
7145,teresitams,2769,702
7146,glocastri,2773,588
7147,Guaronomico,2776,1410
7148,tu_erescambio,2779,618
7149,ArmeniaEnLinea,2789,2
7150,JAtenciaSports,2818,754
7151,AppsCoUNAB,2818,2307
7152,AlcaldiaMadrid,2826,17
7153,edubarranquilla,2833,159
7154,Socialatomv,2834,318
7155,LuisaMachacon,2837,918
7156,joomlacolombia,2851,0
7157,iEmpleoColombia,2851,3
7158,anamacaceres,2854,2330
7159,gamorocho,2888,677
7160,Jaimikhos,2910,346
7161,teleislas,2910,514
7162,SecTICundi,2926,2452
7163,SolidaridadxCol,2937,464
7164,Panchuela,2956,772
7165,hfhincapie,2958,52
7166,davidhorat,2962,9
7167,AlcaldiaDTabio,2972,2
7168,gesan81,2979,2366
7169,ValeraMariscal,2985,2813
7170,juanctto,2993,11
7171,jleonlasilla,2994,2
7172,CumbreIberoA,2995,1793
7173,AliRebaie,2996,1215
7174,Unitropico,3003,596
7175,jlucasrestrepo,3010,541
7176,NomuyPulido,3011,393
7177,AreandinaVpar,3017,1558
7178,anayib,3020,913
7179,juanchosky,3026,930
7180,Loregonzalez,3043,239
7181,CinMorAleja,3051,1470
7182,tutoguevara,3075,1230
7183,alcaldiavdleyva,3083,165
7184,camilocepeda,3089,297
7185,T00geek,3093,1434
7186,AmChamCol,3136,1052
7187,OITAndina,3151,438
7188,SWdeColombia,3166,254
7189,TrendsCali,3170,1
7190,FcoLloreda,3178,10
7191,_CesarAlcalde,3197,352
7192,ivansosa,3199,1113
7193,BikoApp,3207,2559
7194,polloenbruto,3213,690
7195,crozo,3218,1239
7196,thearchipielago,3219,2520
7197,henrygonzalez30,3233,388
7198,7GRadioFM,3245,235
7199,Imastranger,3257,1275
7200,AndreaGonzaQ,3261,1740
7201,glubers,3270,603
7202,andresgodoy,3276,247
7203,techweek,3290,2622
7204,EdgarMed,3319,1161
7205,AlejoaponteZ,3349,274
7206,Lfmroldan,3366,2369
7207,Juangrios,3370,230
7208,OFrancoTorres,3371,1074
7209,UNEmprender,3381,147
7210,wearethewall9,3385,263
7211,AndresJGomez,3406,10
7212,egoCitymgz,3415,1505
7213,ClauOtero,3434,18
7214,Zemoga,3441,85
7215,AlcaldiadeSopo,3458,469
7216,nozuan,3458,266
7217,maestroperez,3461,1552
7218,comtradegroup,3465,269
7219,laredticos,3474,4
7220,gomezjhonny,3482,158
7221,masteletrabajo,3501,1230
7222,Proexportcol,3511,0
7223,AuditoriaGen,3513,251
7224,enriqueavasquez,3523,4
7225,EdgarDiazPaLant,3523,706
7226,gaboyoyo11,3527,2410
7227,jegutierrezr,3543,260
7228,CruzRojaAntioq,3545,1051
7229,Beatriz_Uribe,3549,5
7230,vorpalina,3559,1208
7231,ict4peace,3567,248
7232,BlueCaribu,3572,151
7233,politicosAR,3576,2
7234,cibersur,3589,590
7235,JuanFGiraldo,3590,2274
7236,Ayda_Martinez,3593,99
7237,gpsxcmi,3631,712
7238,culturaclick,3635,50
7239,geosdigital,3639,108
7240,estefaniabotero,3641,1703
7241,INHOPE_PR,3653,1825
7242,FuturecomEvento,3660,2573
7243,cevichica,3692,14
7244,luishibague,3694,65
7245,ccoceano,3740,779
7246,alcaldiaocana,3741,536
7247,t_applicada,3772,880
7248,TSPazcifico,3783,204
7249,maximus_Troll,3842,1182
7250,Amazonas2030,3943,27
7251,tombleier,3977,64
7252,niconelpetaloof,3977,2045
7253,ColombiaPilotos,3989,370
7254,esdegue,4007,1146
7255,marce_lp,4034,2634
7256,985unradio,4036,2133
7257,verdelogico,4043,55
7258,Caracol_Ibague,4055,88
7259,Mr_calderon18,4073,1835
7260,FelipeEstefan,4085,2356
7261,CRadialVida,4091,117
7262,MaguaRED,4102,1334
7263,carocruzhoyos,4123,463
7264,Sicresponde,4131,12
7265,Usuarios_Claro,4363,5
7266,UniSinuctg,4382,295
7267,unpan,4386,900
7268,elpalabrista,4386,1772
7269,CiuDigital,4392,136
7270,Mark_Goldberg,4397,1194
7271,jsconfco,4420,1399
7272,jamesbreiner,4453,2757
7273,FernanOcampo,4464,1459
7274,INCancerologia,4475,1200
7275,nelsonfuentes,4479,378
7276,CIOAMERICALAT,4480,1506
7277,ieeecolombia,4480,4
7278,Cyberjuan,4484,2053
7279,alejodm,4490,1716
7280,golazzos,4525,2329
7281,JordiTorresBCN,4531,130
7282,UrielColombia,4550,1817
7283,americadigital2,4551,1193
7284,ConstainSilvia,4564,0
7285,festival140,4572,1451
7286,fotomuseo,4578,263
7287,WilchesAndres,4590,815
7288,GNF_co,4592,2047
7289,jclemus,4657,1963
7290,sphpquindio,4682,728
7291,Alcaldia_Soacha,4700,2610
7292,RedeSociales_ES,4701,0
7293,GeovannyT,4735,608
7294,WSISprocess,4757,737
7295,FENALCOBOGOTA,4764,1232
7296,ConDatosLATAM,4767,706
7297,Alcaldiacopa,4799,302
7298,CeroNoticias,4830,825
7299,GriseldaResGal,4830,581
7300,n0ta_mental,4849,223
7301,ScratcherApp,4884,985
7302,misojitos,4954,1352
7303,yolamtzm,4983,2329
7304,AlcaldiaDosq,5010,1566
7305,realHugoNorrea,5016,776
7306,lennart_rl,5048,1715
7307,BlueDegColombia,5132,1095
7308,EmcaliTelco,5174,747
7309,digitalconexion,5239,564
7310,LUPIS1212,5265,1048
7311,Turint,5271,2472
7312,AlcaldiaAcacias,5323,971
7313,edielush,5375,1383
7314,BuenGobiernoCol,5384,385
7315,lalenguacaribe_,5403,123
7316,comprecolombian,5445,1484
7317,uptcradio,5476,670
7318,sandravelezf,5480,2085
7319,estefaniafd,5486,5
7320,MTVColombia,5489,3
7321,JeffreyKafer,5511,476
7322,HarryGonzalez,5542,2166
7323,SwedeninCOL,5572,1594
7324,ColBringItOn,5588,1130
7325,ElTabloide,5600,10
7326,oberardinelli,5619,1076
7327,CumbreAP2017,5620,115
7328,olengerke,5636,154
7329,lgambardella,5638,2435
7330,state_0f_mind,5665,1688
7331,MinTIC_responde,5714,57
7332,claraluzalvarez,5731,1302
7333,jairopulgarin,5732,2011
7334,FestiCineCorto,5769,162
7335,negrosyblancos,5794,420
7336,zuliamena,5799,147
7337,mitch__lowe,5861,30
7338,NTV_Canal,5889,327
7339,Camilo_Pardo,5918,307
7340,24_0,5979,676
7341,LuisNova,5995,887
7342,juanenlasala,6065,1851
7343,freelanceCol,6101,561
7344,luis3etancourt,6127,2510
7345,ReneRojas,6257,87
7346,socialcolectivo,6278,1440
7347,sigisalazaro,6285,782
7348,todomono,6302,2681
7349,germanmanga,6323,495
7350,julian_amaya,6345,678
7351,herrerajoao1,6354,1202
7352,ChangemakersES,6388,124
7353,Diego,6406,1605
7354,Prensagobcesar,6467,1323
7355,minieto,6605,527
7356,ElDoradoFest,6696,2114
7357,JuanGaviriaM,6756,1571
7358,JHPedraza,6913,1707
7359,CarlosMarquezPe,6944,61
7360,CaroRuizG,6949,847
7361,PAfrocolombiano,6991,36
7362,TvSanJorge,7033,17
7363,dirpoblaciones,7059,1362
7364,anamjaramillo,7099,1905
7365,emilianozuleta,7106,682
7366,GonzaloCorreal,7234,1812
7367,CoestPolicia,7235,183
7368,HJCK,7329,132
7369,elunodetodos,7339,313
7370,CodigoPostalCo,7352,744
7371,agesic,7367,2919
7372,Paulrios,7401,683
