id,name,followers,favourites
26613,brilliantjeni,9828,399
26614,actuporg_es,9831,3
26615,ebusinessonline,9887,3
26616,DiplomacyEdu,9892,128
26617,TicketexpressCO,10091,325
26618,twoolr_beta,10102,61
26619,regioncaribeorg,10111,380
26620,CasteonPictures,10130,209
26621,k_tion,10264,6
26622,SelfHelpTrainer,10303,42
26623,MoonLV,10326,94
26624,MustRafri,10335,7
26625,Social_Panty,10366,31
26626,mjlopezz,10405,300
26627,newsmix,10407,31
26628,enfermeriachile,10448,176
26629,GuerrillaSMM,10519,27
26630,portalbye,10556,1
26631,escuelademedios,10657,6
26632,frogx3,10937,17
26633,imarkonline,11014,108
26634,lola_roseshop,11024,0
26635,JayDillen,11039,16
26636,KasperskyLatino,11071,186
26637,Atrixware,11156,5
26638,DAADColombia,11165,0
26639,JuegaConAngel,11170,7
26640,sebasrodriguezv,11271,22
26641,eGamers,11321,149
26642,PoliLoudmouth,11380,0
26643,BeltalB2B,11507,0
26644,rbardet,11632,374
26645,jmruizmachado,11910,409
26646,Hector_GilQ,11944,418
26647,awesomeprinting,11948,0
26648,myempleo,12024,2
26649,SisifoRoca,12036,303
26650,Mashoutable,12045,212
26651,tcolombia,12109,1
26652,SocialReportVE,12127,249
26653,caBazan,12169,0
26654,AppleHatesMe,12300,2
26655,OscarPaninni,12314,40
26656,AlbertoMunoz,12395,209
26657,LaVozInforma,12523,36
26658,thisonec,12563,0
26659,CompraloAquiHn,12656,49
26660,RiddimMaestro,12689,125
26661,SerafinGomez,12895,211
26662,diroao,12897,397
26663,stockwatchde,12935,0
26664,ibeacontrends,13066,299
26665,JulianSilva105,13117,352
26666,HZajar,13214,226
26667,liveinlima,13283,247
26668,RegistrateLatin,13298,49
26669,ClicEduca,13537,1
26670,tweasier,13631,7
26671,nikorriendo,13729,171
26672,CrowdInvestSmt,13748,109
26673,seminariosonlin,13869,29
26674,assetebooks,13890,163
26675,digidiplo,14109,33
26676,Boutiquededise,14150,190
26677,eDiplomat,14273,21
26678,fabricacultural,14320,170
26679,fashionTop5,14364,376
26680,BeltalUSA,14512,0
26681,gualafilms,14528,7
26682,SusanaMktOnline,14578,106
26683,cuadernalia,14679,75
26684,cineencolombia,14749,6
26685,CarolinaLaCorte,14821,132
26686,KellyBLV,14905,9
26687,coachcongresmad,15026,0
26688,SoyFutboleroMX_,15054,269
26689,karenddelacruz,15197,50
26690,yamilejimenez,15214,49
26691,LoveCoun,15257,10
26692,_MktSocialMedia,15354,6
26693,colombiasoccer,15394,7
26694,ecopracticas,15431,96
26695,IAmCountryGravy,15440,14
26696,IDential_Global,15634,3
26697,RotaryES,15760,123
26698,RevistaM2M,15910,275
26699,acfiedh,16010,11
26700,victorvalencia,16102,14
26701,TechUpdateToday,16172,0
26702,tedthorsen,16226,2
26703,jmunto,16305,36
26704,DanialStone,16495,446
26705,MaxD_Audio,16637,89
26706,Sofrecom_AR,16903,154
26707,VISTOimages,16941,2
26708,deimargd,16960,2
26709,nelsonhgt,17077,13
26710,MarisoldasilvaM,17103,43
26711,centroknightut,17180,434
26712,ClStartUps,17265,14
26713,JorgeVic88,17268,109
26714,francescprats,17313,5
26715,Corpoema,17529,172
26716,CommonCraft,17974,149
26717,rpalaciosb69,18013,36
26718,christianpurdie,18061,11
26719,creatvco,18098,29
26720,AppDictions,18257,3
26721,gerarcastillejo,18355,383
26722,hunthunt01,18651,0
26723,pacomariano,18654,451
26724,KatapultaNet,18728,25
26725,Bob_Dacarlo,18751,359
26726,USAMoneyToday,19097,165
26727,FUNDACELAC,19340,210
26728,wermemorykeeper,19488,123
26729,ElHuguet,19553,22
26730,pilaricagamez,19613,18
26731,Rina_Bransfield,19931,222
26732,benitezpatricio,20169,258
26733,quesecuentan,20184,71
26734,PAHNATIONfest,20274,1
26735,Recruit2HQ,20459,4
26736,chicago_events,20821,2
26737,matacandelas,21198,208
26738,CentroCapMex,21292,1
26739,DrLarryJamesDDS,21581,0
26740,Mundonegocioweb,21621,0
26741,SushiTrainOK,21726,25
26742,Galonet,21811,0
26743,outsourcingtips,21838,1
26744,realidad_b,21858,6
26745,famadeo,21872,264
26746,EASi_Tulsa,21927,0
26747,AppetizerMobile,22014,299
26748,MasterGale,22232,13
26749,mvj2007,22364,47
26750,rest_medellin,22378,1
26751,Forextraderdc,22597,1
26752,aspirokair,22736,35
26753,SmartGig_IRL,22809,0
26754,briefblog,22871,10
26755,KarikuyPeru,22973,0
26756,aecampoh,23002,421
26757,klinikumin,23016,4
26758,CreativaFish,23317,356
26759,RepPC,23650,186
26760,nthngmr,23886,0
26761,DUVERSOTOROJAS,24175,86
26762,profdesk,24827,5
26763,_shelev_,24828,51
26764,iServU,25275,313
26765,Digital_Marketr,25316,0
26766,PalabrasdeMou,25461,0
26767,creativosinc,25539,7
26768,stampinsister,25845,11
26769,ProAthlete360,26658,2
26770,BattisonAuto,26716,0
26771,AndujarCoach,27162,316
26772,PatriaNuevaBo,27181,29
26773,Ericssonpress,27188,33
26774,ElCuentadientes,27214,10
26775,kellysdazzledog,27568,5
26776,VeritoAidee,27866,73
26777,kazu_kyouya,28021,9
26778,ggiaco,28140,180
26779,tucoachdeventas,28145,50
26780,QuantusCre8ive,28992,3
26781,JohnJGilstrap,29262,8
26782,APEN_Tech,29345,400
26783,humorgeeky,29392,162
26784,tolgaevsan,29512,414
26785,lwp_,29608,4
26786,PetUniverse,29674,0
26787,gabrielemprende,30029,0
26788,Groupon_CO,30282,162
26789,skstanfield,30295,0
26790,server_reviews,30847,4
26791,dmarketingtips,30973,2
26792,ENRIGM,31071,206
26793,fadijoder,31085,71
26794,DJMIKEYSWIFT,31804,111
26795,gladeira28,32612,191
26796,LeoBurnettCol,32938,408
26797,casper32,33579,60
26798,beezo411,33697,0
26799,Simon_Malcolm,33821,67
26800,alvarogrisales,33868,10
26801,manuelachuncha,33868,271
26802,PEHBooks,33963,8
26803,ToddWeissCFA,34126,6
26804,ChiropracticOK,34194,0
26805,7DayWeekend_es,34793,91
26806,david_blazquez,35976,7
26807,RecipPeeps,36188,4
26808,sonne_wolf,36545,9
26809,SamanKour,36715,23
26810,AFTN,37731,5
26811,Publicidadlinea,40386,8
26812,Rose_Learning,40566,33
26813,Jetnasa,41152,43
26814,medienprofit,41948,2
26815,CultureLabTS_,42517,377
26816,BetaNoticias_,42656,278
26817,appcraver,43125,4
26818,granfjsh,43546,67
26819,NCChiliGuy,44624,25
26820,YoniChambitas,44805,0
26821,mujerenconsejos,46441,62
26822,billingtonart,46477,89
26823,hawkinsjohn,46772,179
26824,CursosLCU,46929,106
26825,Designrfix,47660,211
26826,TecnologiaVzla,48207,5
26827,MuralsYourWay,48529,466
26828,SOCIALMEDIAINF0,48863,55
26829,classora,49266,211
26830,Laboralnews,49589,450
26831,StaffordSterner,49934,45
26832,01globalcom,50295,0
26833,BeyondWages,50982,0
26834,degerencia,51434,1
26835,empresas2cero,51560,114
26836,LeighAnneRamsey,51841,79
26837,FXS_Finance_DE,52055,0
26838,Pasalaviajando,53036,4
26839,Quertime,53290,2
26840,RockerEmmie,53782,11
26841,JamesSaliba,53785,387
26842,jacarballar,53842,3
26843,LinkedInTrainer,54464,64
26844,siavash,54868,50
26845,bravadas,54981,214
26846,JimKitzmiller,55407,71
26847,tpr2,57855,320
26848,NTN24co,58627,18
26849,RTCats9182,62764,0
26850,Inochinoki_es,62794,317
26851,chesspics,65418,0
26852,Todo_Marketing,65626,21
26853,kunfu_code,66890,350
26854,implu,67572,0
26855,FindDomains,68403,3
26856,votabien,69100,0
26857,Ultimate_Social,69203,101
26858,chesskillertips,70320,1
26859,RobertocLima,70358,108
26860,GusShultz,70979,341
26861,ang3losto,71632,42
26862,alexpuig,72653,324
26863,Dossier33,73357,65
26864,VectMediaMx,75007,11
26865,CulturaRCN,75020,36
26866,MarketingTips,75029,52
26867,thecommunityman,75712,18
26868,TomLeBlanc0124,76112,72
26869,EFGpr,76834,437
26870,79kboss,78953,54
26871,JLGalindoS,80902,284
26872,HighLowTraders,84033,1
26873,DC_Forecast,84449,0
26874,frasesmarketing,86701,30
26875,foroalfa,87894,280
26876,PwC,90420,448
26877,CopaDavis,90924,196
26878,BBerryBlog,90988,0
26879,jackfremde,91405,130
26880,Bibliar,91622,9
26881,jehampton1,93177,357
26882,ProfKrugman,99049,4
26883,ZAWEZO,101971,146
26884,juanmerodio,103067,271
26885,wwwhatsnew,103474,47
26886,CiudadSabina,106127,0
26887,swampy52,113438,2
26888,chessking,114036,4
26889,mashablemobile,115520,5
26890,elblogsalmon,126322,12
26891,samhamze,128665,404
26892,Amame_Odiame,132056,72
26893,boredpanda,140405,61
26894,Cecurioso,141431,1
26895,TerribleDeShoro,144075,165
26896,rodrigobarreir,150986,78
26897,DOTTrader,151899,0
26898,theyoungdread,152829,0
26899,tommytrc,153364,330
26900,itpprojects,156334,167
26901,Salventrex,157075,0
26902,DOTProduct,159607,0
26903,Greatvine32,161594,372
26904,nobokoni2,164390,0
26905,laotraliga_net,164957,14
26906,pankajdasseo,168096,358
26907,momentcam,168494,341
26908,paulvharris,171119,35
26909,empleate,183456,466
26910,OurExplorers,190087,4
26911,MarketingHoy,190731,234
26912,elmundoes_tecno,201366,105
26913,RichardJWood,203997,277
26914,successwalls,209144,157
26915,VAMBOA,216301,0
26916,MarcLoyolaB,220670,83
26917,Calum_200k_,228491,0
26918,CaracolNext,230204,129
26919,VirendraSEO,239067,143
26920,Computerworld,242843,302
26921,chessqueen,252641,37
26922,AhhPhotography,259103,55
26923,LaughNYC,284456,215
26924,PatricioDelSol,287212,14
26925,NickoPaul,289021,29
26926,UOLTecnologia,291763,132
26927,g1tecnologia,303385,1
26928,ligaportugal,327150,192
26929,DiomedesDiaz,365442,6
26930,LNTecnologia,370437,3
26931,contraenvidia,374451,363
26932,pcworld,399757,90
26933,iDeepuDJ,405583,0
26934,PuroMarketing,421962,136
26935,UN_Spokesperson,533332,190
26936,ceebee308,575139,360
26937,wefollow,629617,14
26938,Banesco,695844,332
26939,Sweasy26,708833,33
26940,patrickabrar,983545,1
26941,GLaraLopez,1062775,3
26942,clickclickclick,1216125,40
26943,GoogleAI,1261274,4
26944,El_Universo_Hoy,1692565,2
26945,guardiantech,2540762,166
26946,miabuelasabia,2903802,96
26947,algore,3057306,1
26948,EarnKnowledge,3494444,14
26949,Schwarzenegger,4257305,365
26950,business,4795076,384
26951,TwitterSupport,5681912,307
26952,googlechrome,6368008,195
26953,Android,10061112,322
26954,3gerardpique,18611859,145
26955,yoespartaco,6,546
26956,yesicaduran7,10,1343
26957,camilorm902,13,672
26958,IrenePuentes,14,552
26959,miguel_angel03,15,2688
26960,maomontes,15,1511
26961,edcolva,16,1061
26962,DilDilia,21,998
26963,celizar,27,541
26964,JHONMUOZ13,31,470
26965,sergio_monsal,31,3068
26966,hibou570,31,761
26967,mirjos45,34,5179
26968,Jair29g,35,9584
26969,Jota02pte,39,499
26970,yeimy_mabel,40,2387
26971,Adriana_Vanegas,41,593
26972,WGR05,42,926
26973,etriana_g,43,6270
26974,ivonnec40,43,857
26975,BELKYSQUIROZ2,43,2560
26976,velasquezmaicol,44,1901
26977,YosoyColombiana,44,479
26978,Daian_roa,45,996
26979,juliarojas09,45,490
26980,jairpime,45,3509
26981,BELISAZUCENA,46,518
26982,JUHERBA,46,567
26983,MissNagomo,48,649
26984,julireyesrojas7,51,478
26985,VallesJJ,51,1395
26986,meli3220,52,1767
26987,greysgarcia2,54,713
26988,iJuanDBR91,55,4322
26989,ricar0590,56,1352
26990,ja0335,58,2188
26991,nelaristi26,59,2049
26992,maronis22,59,546
26993,CarolinaKorez,60,1533
26994,stingluisalf,62,1601
26995,GloryMGaitan,63,622
26996,Jignus92,63,772
26997,ppigaa,63,1089
26998,OMAR_CALGO,64,956
26999,canpaez,64,857
27000,majulmaga,64,1393
27001,jupasasa,65,2767
27002,AlonsoMonteneg,66,1079
27003,carlosjsm26,66,1017
27004,katerin0128,67,861
27005,camilotog,67,712
27006,CarlosJ1187,68,7660
27007,vane_burgosp,68,1983
27008,anresgo,69,481
27009,vea3,69,662
27010,Alikcdlm,69,490
27011,rogerdav14,70,1208
27012,marinacapacita2,70,673
27013,spark_esp,70,1176
27014,Leylazul,70,4234
27015,yemgum,70,551
27016,dianitactg,71,727
27017,EUGENIASEC,73,719
27018,Andyskate28,73,713
27019,df4d39006b2c43b,73,968
27020,tristefigura,74,503
27021,carl139,74,843
27022,Edwinandesgeni,74,812
27023,cdieza,74,776
27024,DA_RP,76,1177
27025,edier_92,77,2105
27026,iOSCAR_ORLANDO,78,753
27027,ReySura,78,1921
27028,lpachocs,78,1049
27029,fabianstones,78,481
27030,ihurtadop,78,2240
27031,FabianPizarro83,79,528
27032,camicossas,79,478
27033,DiayPoCom,79,697
27034,LaRous25,80,506
27035,P4P4RDITO,80,1765
27036,HugoAusecha,81,4082
27037,cristianocampog,81,680
27038,yosoyyoMR,81,2038
27039,jhoncarpathia,81,479
27040,maaldise,81,628
27041,JuanPenuela,81,713
27042,jpablobuitrago,82,4147
27043,puntalanza,83,1504
27044,fabioescobar6,83,1196
27045,kTAmARIa,83,1815
27046,CesarSoteLo1,84,1176
27047,pabloa72,85,809
27048,WAR_09,85,601
27049,MonroyOscarM,85,477
27050,AFGA2,86,1956
27051,boti04,86,1074
27052,psicoeduca95,88,594
27053,marp414,88,730
27054,Chinortega1,89,1306
27055,elheto,89,1164
27056,cricazu10,90,1228
27057,Azdelaguila,90,776
27058,Dantek8,91,950
27059,alejareyesreina,91,1513
27060,Lauraarango90,92,1449
27061,radianloo,92,606
27062,DurangoNancho,92,623
27063,LEIDYTATIANASAL,92,852
27064,margaritaMZR,93,1378
27065,manusantiperez,93,1288
27066,EDENIASIMANCAS,94,728
27067,RoberthMerino,95,725
27068,Ingemoelita,96,642
27069,luisantodomingo,96,5387
27070,JenniiParra97,99,814
27071,juandiegotm1999,99,804
27072,darlincontreras,100,1468
27073,karliiz96,100,759
27074,dedafusa,101,2311
27075,elsentadero,102,1392
27076,Carolinaangulop,103,520
27077,MGrattz,103,912
27078,Juli00ana,103,485
27079,sergioelrey57,103,526
27080,GRACEG_01,104,1356
27081,crociob,104,652
27082,guevaraos,104,1164
27083,HaroldRomeroA,104,819
27084,nanmol58,104,1388
27085,Numeroyde,105,552
27086,malulla,105,4156
27087,CG_art3D,106,716
27088,oscarcantorp,106,907
27089,AClaudia64,106,1914
27090,perfeccrazy,106,717
27091,nicoasdru,107,2358
27092,Manrique_Cesar,107,1009
27093,OscarTelesca,108,1503
27094,javsuarez,108,567
27095,carmontf1,109,2966
27096,leonrcamilo,109,1436
27097,PAIS1409,110,1761
27098,Molineitor_,111,478
27099,JFGC17,111,1614
27100,andresamayaburg,111,13634
27101,Alex_Mestra,111,467
27102,yyosoyfernanda,111,1448
27103,fnfloresr,112,1167
27104,sandragaviria,112,9575
27105,joompave,113,1352
27106,MarcelaV111,113,1714
27107,sandrarojasm,113,1431
27108,dubis78,113,597
27109,Sebastian1FG,114,1049
27110,wirc73,114,1582
27111,Andresanchm,114,3332
27112,Chamo128,114,7124
27113,KowalRG,114,933
27114,sancaro,116,729
27115,ca_sr07,117,2143
27116,Gustavdel,118,3407
27117,Tatis6996,118,1152
27118,ing_jrgarcia,118,1871
27119,shortiov,118,4424
27120,sirenavarada772,119,4100
27121,JairAlRi,120,911
27122,1MSBR,121,854
27123,C_Fordem,121,967
27124,Cemaju,121,622
27125,LalitaRz,121,2087
27126,BarrosLiceth,121,493
27127,tatta276,121,1061
27128,BrubTk,122,869
27129,corporacionNCC,122,587
27130,SerMora2,123,1221
27131,javiertororz,123,731
27132,Ivonncita07,124,1803
27133,SRuedha,124,671
27134,EdjanijoJo,125,1834
27135,MIKELPAPO,125,482
27136,einercardenas,125,584
27137,EmeraldStudioDA,125,511
27138,gustavovasco,127,551
27139,MrEdwinMelo,127,3115
27140,vangeka,127,837
27141,andreli55,127,634
27142,haydeecm73,127,894
27143,johnroyce85,127,741
27144,alexmpr25,128,915
27145,MICABRERAC,128,490
27146,leidyduran07,128,480
27147,js96val,129,836
27148,nafiyassine,129,787
27149,wpkiller,130,1033
27150,yeymyyulieth,130,607
27151,TETEALLER,130,653
27152,joseadas,130,2400
27153,chruizg,131,603
27154,ivetsita92,132,699
27155,ZEduza68,132,866
27156,hedccas,133,1385
27157,barisela,133,474
27158,AiLUVNAV,133,3305
27159,JosefherGP,136,625
27160,Lauu_Orjuela,136,714
27161,eljuandymeza,136,5881
27162,BettoDub,137,536
27163,cbaxfernandez,137,624
27164,SomaDj,138,808
27165,CamiloFit,138,1437
27166,MandreCelca,138,626
27167,sergioalvarezt,139,3382
27168,AsoandesCpe,139,495
27169,DanielBC6,139,1684
27170,MORENOVALENCIA,139,1641
27171,medicensantico,140,1330
27172,JulieSolano22,140,639
27173,afrejad,141,2060
27174,josegove,142,891
27175,MaCRodrguez,142,1060
27176,Mserichc,142,4741
27177,ElaineRomeroR,143,831
27178,malice_co,143,720
27179,lizsoir,143,474
27180,Pavi_Maz,144,600
27181,ACATALINA,144,997
27182,ingemrya,145,657
27183,Krist_BC,146,947
27184,CHAHIN22,146,2073
27185,pecosalina,146,6923
27186,RedREcreativa,147,1404
27187,SinLechuga,147,517
27188,DVelvetT,148,4215
27189,THEFJMITSU,148,4894
27190,MOLINAZULEIDI,148,575
27191,joserojo2012,148,2732
27192,pipefortich,148,3000
27193,cparejos,149,2303
27194,federicohdez,149,10675
27195,karn_caro,149,571
27196,ProfeAndresito,150,532
27197,sulecastillo,150,581
27198,Capeto24,150,1779
27199,cabeol,151,5743
27200,carocastillor,153,1205
27201,CarlosDanielhl,153,549
27202,Willireverente,154,6124
27203,Chriss_samuel,155,659
27204,maragea23,155,11581
27205,dijey_19,156,4325
27206,nenrojas,156,596
27207,reinaldo201,156,480
27208,Yoha_YuYis,157,1983
27209,Involucionar,157,1862
27210,OscarMonroy,157,3105
27211,soldoml,158,1865
27212,juancpatinot,158,481
27213,josegar77,158,991
27214,geduar12,159,3310
27215,JuanalzateMn,159,725
27216,EsterRC,160,921
27217,kariflorez,160,3240
27218,crissps_,161,492
27219,olgajm,161,1262
27220,AndresRiivera94,161,2283
27221,electrocured,161,672
27222,melgui_180,161,516
27223,salazar_liliana,162,928
27224,jennykla,162,865
27225,DARCIO_100,163,751
27226,yaccymaldonado,163,1609
27227,Karekagomez,163,1491
27228,Viana_A29,163,601
27229,jmcabarcas,163,2215
27230,jevibemo,164,785
27231,SilviJuAndrade,164,3160
27232,CaritoTA,165,807
27233,Igallegos7430,165,763
27234,ximejia14,166,822
27235,Yiceniamaria,166,517
27236,_______7S,166,2108
27237,La_Manci_,167,522
27238,elirosado20,167,1279
27239,ljoha27,168,1055
27240,ktorozco1,169,614
27241,ingsixtopadron,169,1179
27242,nando_munoz,169,566
27243,magarevalobar,169,2043
27244,monaliztrejos,170,499
27245,dvalverde21,170,1300
27246,OscarPostHuman,170,555
27247,norapabong,170,1934
27248,Vladuar,171,481
27249,Quecarajospasa_,172,14310
27250,EstefaniaRuizZ,172,483
27251,julip_ana,172,1236
27252,MALEJAGO,172,724
27253,margarita_apont,173,473
27254,Rubicreyes2,173,1302
27255,oscareduramirza,174,5589
27256,ingduvanvergara,174,1620
27257,willy912,174,976
27258,Sanyanet8,174,765
27259,erscap,174,2067
27260,RARTUROPP,175,2131
27261,Ing_Randall,176,546
27262,dafc1989,176,1803
27263,chukytaxi,177,1616
27264,JURES1103,177,894
27265,pao_oranges,177,490
27266,MaocoX,178,7247
27267,25_fredy,178,2961
27268,RolandiAni,178,942
27269,Alvarezp_,178,646
27270,JessiMeza,178,646
27271,DAVES197,179,1150
27272,jaime151067,179,1602
27273,angiemunc,180,493
27274,malditoindio,180,1299
27275,licedlatin,180,580
27276,Marylipalo,180,610
27277,7ADMENCOLOMBIA,180,592
27278,sebassrock,180,781
27279,angieruizpardo,180,569
27280,JoseVNegreteG,180,1240
27281,Yulop1,181,581
27282,JohnFredyRojasR,181,948
27283,iAndresMH,181,1902
27284,3R_Rubn,181,1331
27285,LizyVarela,181,1138
27286,camilogole,182,944
27287,ReCastaneda,182,535
27288,JulieticaCruz11,183,962
27289,ProfeKarlaL,183,1373
27290,LarsonAgon,185,7721
27291,OkayAcevedo,185,570
27292,MauricioCh,186,882
27293,andrespinzon747,186,565
27294,jsobando19,186,4199
27295,hugoerojasb,186,2055
27296,caroli1020,186,721
27297,ortizsuano,187,1526
27298,tattiana2d,187,926
27299,Jairo_Urrego_S,187,1199
27300,diegospano,189,1393
27301,rober1990ql,189,1750
27302,oskareduardo1,189,1225
27303,dcanen1,190,891
27304,amarcegar,190,671
27305,Gaabyy_G,191,607
27306,viistorrr,191,5363
27307,gjperezvelez,191,599
27308,Lauramilevis,192,1609
27309,KeyAccountSa,192,979
27310,adrianaoleon,192,694
27311,RoboticaAC,192,757
27312,JairBustamanteM,193,1839
27313,Tiz2564,193,3729
27314,demonioangel25,193,2106
27315,gacunaherazo,193,1005
27316,Jdlopez1091,194,2898
27317,DeisyHernandezz,194,1035
27318,alejoaristi01,194,7477
27319,nadiareds,194,1230
27320,caritofegil,194,996
27321,arnulforambal,194,648
27322,LoReyesLo,195,588
27323,comenuflas,195,2360
27324,JULIANBARRETO,195,2675
27325,hernandbd,195,2075
27326,juanchoz24,195,1968
27327,martelopez,195,651
27328,natyq0821,196,3458
27329,LauryPaters,196,1195
27330,zirkbeltran,197,1953
27331,technotrhonic,199,548
27332,AdrianaRiosM,199,496
27333,romaandres,200,516
27334,Rafis_mm,200,674
27335,luiscarlosbl,201,640
27336,liceth_sanchezs,201,3790
27337,JCaQuintero,201,2289
27338,jotaram,201,796
27339,Caro_Angulo,202,638
27340,GeoffTeran,202,1147
27341,guillermobr79,202,1154
27342,LeonidCruz,202,25381
27343,StefiBrownie,202,667
27344,DianaSanchezLMS,202,897
27345,lixthlopez,203,1935
27346,anselmobenitezr,203,651
27347,adosorio,203,509
27348,wilhmar,203,1340
27349,lejo_romero,204,901
27350,l_HERNAN_l,204,671
27351,Richard50UN,204,2787
27352,oscarnauta,204,2797
27353,carlosarturorte,204,2183
27354,Andres_Doggy,205,1081
27355,CesarFrancoC,206,759
27356,Niggarya,206,2350
27357,Ricar64,206,767
27358,Joan_Se15,206,1195
27359,Gruncheska,207,29602
27360,clamapata,207,1609
27361,mafa2435,207,3200
27362,navarro4everr,207,797
27363,carlzvin,207,1560
27364,balancilla,207,481
27365,caromald14,208,1728
27366,CamilitaLoaiza,208,517
27367,ameliamesen,209,1403
27368,JulioCastro2012,209,5429
27369,RobinsonAdarmen,209,528
27370,vivianagarcia73,209,699
27371,schmontoya,209,766
27372,IngAngelie,210,625
27373,YURISKR,210,624
27374,mpgonzalezc,211,506
27375,calichesan,211,1396
27376,josepadillamend,212,903
27377,AndresJLondres,213,1048
27378,joseblancorod,213,2641
27379,ingelecvict,213,2453
27380,Maryesdi,213,564
27381,TonioGutiC,214,2225
27382,jcangelu,214,637
27383,MelyMercado,214,822
27384,tabaresfj,215,975
27385,CrisGomezH,215,2622
27386,cavera_de,216,1914
27387,dach1024,216,2955
27388,Gloemaflo,216,2188
27389,LuisaRuizN,216,1322
27390,sandres77,216,871
27391,jorgebenjumea,216,847
27392,Juligalle,219,1221
27393,lizavilat,219,2417
27394,PalauAgaton,219,5064
27395,_Vanessa_Cruz,220,595
27396,Natipala,220,603
27397,CrisCarvajal,220,1297
27398,ANTONIOQUEVED,221,606
27399,ferjimar,221,814
27400,ananis_r,221,1583
27401,nenucha427,222,1616
27402,Moleculitas,222,1387
27403,dianicalde,223,2924
27404,bigajre,223,703
27405,JUACOSH,223,1490
27406,Marthn8a,224,1814
27407,DanielAnomaly,224,661
27408,dianiea,224,540
27409,MARTOROGER,224,2300
27410,jthan24,224,1358
27411,elizmary8724,225,1249
27412,VRAmericas,225,473
27413,eowynabril,225,3177
27414,rioskean,225,724
27415,IbanezCamilo,225,628
27416,rrhinestroza,225,2106
27417,hidroVis,225,1571
27418,DiegoAndresRG,225,2853
27419,lancinest,225,590
27420,mauronet,226,954
27421,CristianReynoso,226,531
27422,skamilo11,226,568
27423,JonathanYara,226,490
27424,Christiant,227,3509
27425,DuvianSanchezM,228,1070
27426,mariasalcedo,228,777
27427,Charlat_Ana,228,1526
27428,Jimenez_Leo,228,2623
27429,vaca_azul,228,10503
27430,jdmachado7,229,548
27431,andresbricenob,229,614
27432,arivelisse,229,804
27433,MARCEP808,230,1275
27434,stlince,230,1309
27435,AriasWwb,232,897
27436,bicc2016,233,781
27437,AmokiR,233,1142
27438,gealin,233,1056
27439,aghnet,233,2517
27440,Marketing_Clic,233,1063
27441,ingJota,234,8842
27442,edgarfacundo,234,650
27443,LIZYJMENDOZA,234,7127
27444,DANIELBPRADA,234,1367
27445,etorres0882,237,15552
27446,skylanguages,238,1160
27447,JuanCaPineda,238,513
27448,faviangutierrez,238,3581
27449,avilagab,239,1857
27450,moniloaiza,239,641
27451,rmcespedes,239,1781
27452,Arconin,239,2296
27453,elkinribero,240,2495
27454,rigaviria,240,11451
27455,cesarmktdigital,240,503
27456,leandfepe,240,694
27457,cicli_k,241,1340
27458,SeRgoR20,241,3574
27459,PortalMicroem,241,6573
27460,leleapdiaz,242,1595
27461,hpaez76,243,1796
27462,CRUISTOPH,243,1007
27463,3du4rd,244,554
27464,JC_BARASANTOS,244,999
27465,Caroe82,244,764
27466,thisisnottaken2,244,1463
27467,YamitMartinez0,244,474
27468,PaolaGuerrier,245,1993
27469,johnjflorezv,246,470
27470,DaniloGarca,248,1010
27471,JottaPaternina,248,3163
27472,meli_triana14,248,3527
27473,sandrapsiquis,248,840
27474,garciasusana,249,862
27475,Andrea_PoM,249,3837
27476,cristian_qm,249,2073
27477,Pijiba_Lodge,250,496
27478,JorgeJordan,250,669
27479,SilviaJulianaF,250,1657
27480,DanyAlarco,251,808
27481,gloisapu,251,2058
27482,mariapppaula,252,965
27483,movitvco,252,1298
27484,jodansepuntocom,253,17382
27485,OscarIAG,253,1027
27486,juanfelipmejia,254,7348
27487,_danielciro,255,494
27488,bigdaddy892,255,3285
27489,ESCOBARTORRES,255,1010
27490,MaripilyBerroa,256,1628
27491,Josebertb,256,3302
27492,AndreitaBk,256,535
27493,diegoj_com,256,666
27494,davidgzg,257,658
27495,DalexanderG,257,1684
27496,oele_co,257,515
27497,AyaroErwin,258,3173
27498,janecamargo,258,536
27499,IpMono,258,508
27500,Iktan1973,258,829
27501,DianaCuellarV,258,552
27502,candevalencia,258,550
27503,cobaltosoft,259,1613
27504,monik_rc,259,19128
27505,didierorjuela,259,1294
27506,edwardcosteo,259,595
27507,AngelaMHG,260,885
27508,RichyCMoreno,260,1058
27509,edgarduarte22,261,691
27510,juanodp,262,3534
27511,pepgap,262,1898
27512,JohanaIbez,262,703
27513,fabrueda,262,1224
27514,nataliaocor9,262,14990
27515,SuarezTulia,262,4435
27516,andresort28,263,931
27517,leonardorafaeld,263,854
27518,LopezRoaJuan,264,4575
27519,mireyyin,264,3706
27520,ricardoprada,265,541
27521,cabrerafajardo,265,10659
27522,ValenSernaH,265,1067
27523,Copopango,265,4821
27524,ingenieroudp,265,921
27525,kkakee,265,2514
27526,JudysMurillo,265,978
27527,oticar,266,711
27528,Ort1g0z4,266,2834
27529,krm_adrienne,266,821
27530,laurabotero88,267,983
27531,jorgeepineda,267,917
27532,marinescam,268,2985
27533,jeroherrera,269,817
27534,JoseI_Cob,270,813
27535,MayGarzon,270,2277
27536,magusito66,270,1616
27537,adrianaquiroz,271,785
27538,AdvisoryC,271,986
27539,jgrazzianih,272,1116
27540,LicMariaEugenia,273,878
27541,Vane_Ulloque,274,7463
27542,jaimeacifuentes,274,1531
27543,dicfur,275,473
27544,Juanpablinca,275,4142
