id,value
ant,
ant.simonrodriguezi,
ant.ConsejeriaTIC.YoGobiernoORG,2902,1001
ant.ConsejeriaTIC.Afromedios,4455,18747
ant.ConsejeriaTIC.SomosAfroORG,740,249
ant.ConsejeriaTIC.CIONET_Colombia,74,2
ant.ConsejeriaTIC.SantiagoRojasMD,35713,1807
ant.ConsejeriaTIC.CentroMemoriaH,64105,12554
ant.ConsejeriaTIC.ebenjumea,72757,4890
ant.ConsejeriaTIC.cifrasyconcepto,15358,724
ant.ConsejeriaTIC.VerdadAbierta,71896,47
ant.ConsejeriaTIC.LeonVaLenciaA,197098,138
ant.ConsejeriaTIC.C_CaballeroR,14599,953
ant.ConsejeriaTIC.colombiahoy,12099,198
ant.ConsejeriaTIC.DefensaCivilCo,36624,695
ant.ConsejeriaTIC.ARNColombia,26996,3914
ant.ConsejeriaTIC.cruzrojacol,110135,5190
ant.ConsejeriaTIC.uniceflac,65804,3524
ant.ConsejeriaTIC.ochacolombia,25782,842
ant.ConsejeriaTIC.UNICEFColombia,59917,3199
ant.ConsejeriaTIC.USAID_Colombia,24068,2131
ant.ConsejeriaTIC.OIMColombia,39083,4607
ant.ConsejeriaTIC.SOColombia,2617,14812
ant.ConsejeriaTIC.CIDH,393695,514
ant.ConsejeriaTIC.ddbourne,3440,9886
ant.ConsejeriaTIC.jfbejarano,1907,1675
ant.ConsejeriaTIC.UNESCO_es,395888,28857
ant.ConsejeriaTIC.ONU_derechos,552116,3291
ant.ConsejeriaTIC.EscuelaOEA,9103,2788
ant.ConsejeriaTIC.OEA_GestionPub,7662,2434
ant.ConsejeriaTIC.mercociudades,3441,156
ant.ConsejeriaTIC.luchofontalvop,5587,7422
ant.ConsejeriaTIC.BruceMacMaster,38144,2328
ant.ConsejeriaTIC.AndresCNietoR,1832,1810
ant.ConsejeriaTIC.AmigosMontana,13626,3607
ant.ConsejeriaTIC.partnersacademy,9199,646
ant.ConsejeriaTIC.JvenesProgresis,13850,116
ant.ConsejeriaTIC.Teresamunozl,3815,740
ant.ConsejeriaTIC.duvanhernan,1092,2743
ant.ConsejeriaTIC.Contravia,192385,1173
ant.ConsejeriaTIC.AntanasMockus,1849004,1581
ant.ConsejeriaTIC.aprendeavertv,320,55
ant.ConsejeriaTIC.prestrepoo,1754,3283
ant.ConsejeriaTIC.Alejo_GuzmanG,2531,7560
ant.ConsejeriaTIC.LabmediaOrg,994,1202
ant.ConsejeriaTIC.MDI_JuanProject,147,245
ant.ConsejeriaTIC.lemoreco,62,76
ant.ConsejeriaTIC.BogotaAbierta,1943,1094
ant.ConsejeriaTIC.CarlosChinLopez,631,126
ant.ConsejeriaTIC.MaStager,650,489
ant.ConsejeriaTIC.ElsaGarciad,5124,2826
ant.ConsejeriaTIC.PoderCiudadanos,13071,15551
ant.ConsejeriaTIC.koskita,25446,31541
ant.ConsejeriaTIC.fabicalvoocampo,1407,667
ant.ConsejeriaTIC.KrispyKremeCol,2538,714
ant.ConsejeriaTIC.krispykremeUK,69619,29665
ant.ConsejeriaTIC.javier_pava_s,960,107
ant.ConsejeriaTIC.InformantesTV,78975,407
ant.ConsejeriaTIC.agendabta,4021,321
ant.ConsejeriaTIC.Cisco_LA,26721,5653
ant.ConsejeriaTIC.CiscoNoticias,5844,2176
ant.ConsejeriaTIC.profepaulaarias,5277,10227
ant.ConsejeriaTIC.SinerTIC,404,9
ant.ConsejeriaTIC.iabcolombia,10830,2779
ant.ConsejeriaTIC.eCommerceDay,11182,1216
ant.ConsejeriaTIC.PROPAIS,12406,4784
ant.ConsejeriaTIC.PTPColombia,18399,3295
ant.ConsejeriaTIC.A_Innovacion,2996,91
ant.ConsejeriaTIC.Innovacionopen,2161,124
ant.ConsejeriaTIC.colombia_inn,8276,1317
ant.ConsejeriaTIC.yocamiloramirez,29234,7185
ant.ConsejeriaTIC.juglardelzipa,8897,10629
ant.ConsejeriaTIC.PUJIngenieria,1264,128
ant.ConsejeriaTIC.Lascosasqpasan,1752,1672
ant.ConsejeriaTIC.CataJimenezL,170,159
ant.ConsejeriaTIC.FONADE,35104,2379
ant.ConsejeriaTIC.MJDuzan,788392,2397
ant.ConsejeriaTIC.Semanaenvivo,71648,247
ant.ConsejeriaTIC.JuanCMejiaLlano,393520,5697
ant.ConsejeriaTIC.EspectadorBlogs,478142,13
ant.ConsejeriaTIC.norbeyquevedo,40639,26
ant.ConsejeriaTIC.jnietoblanco,9925,13157
ant.ConsejeriaTIC.BibloRedBogota,15754,4897
ant.ConsejeriaTIC.FILBogota,86827,6231
ant.ConsejeriaTIC.jcasasbuenas,906,229
ant.ConsejeriaTIC.Cabildo_Digital,3403,22621
ant.ConsejeriaTIC.Interlat,22308,15743
ant.ConsejeriaTIC.transparenciaco,25616,2972
ant.ConsejeriaTIC.JorgeBogotano,1929,20657
ant.ConsejeriaTIC.PnudColombia,65389,5228
ant.ConsejeriaTIC.mujerderechoTIC,10359,290
ant.ConsejeriaTIC.DominemoslasTIC,8185,5795
ant.ConsejeriaTIC.anavrodriquezv,687,937
ant.ConsejeriaTIC.AngelicaLozanoC,190209,32208
ant.ConsejeriaTIC.blancaduranh,5421,2811
ant.ConsejeriaTIC.juandacorrea,4637,16575
ant.ConsejeriaTIC.heidybalanta,3368,3536
ant.ConsejeriaTIC.hermanmartinezg,22412,1945
ant.ConsejeriaTIC.FedericoBulaG,17205,23
ant.ConsejeriaTIC.ivanfres,1565,212
ant.ConsejeriaTIC.UNFCCC,494552,5461
ant.ConsejeriaTIC.CFigueres,125154,261
ant.ConsejeriaTIC.CANEurope,13776,1771
ant.ConsejeriaTIC.SolutionsJCOP22,25160,999
ant.ConsejeriaTIC.CANIntl,17245,570
ant.ConsejeriaTIC.COP21,115952,316
ant.ConsejeriaTIC.Guia_TIC,2526,8079
ant.ConsejeriaTIC.LaPlazaPublica_,661,213
ant.ConsejeriaTIC.AndresGaviriaC,2757,22522
ant.ConsejeriaTIC.mamiacardona,666,2551
ant.ConsejeriaTIC.GeekGirlsLatam,5913,3557
ant.ConsejeriaTIC.MauricioCard,295798,1336
ant.ConsejeriaTIC.MinAgricultura,300906,4723
ant.ConsejeriaTIC.Superservicios,54856,1265
ant.ConsejeriaTIC.DNP_Colombia,173588,5212
ant.ConsejeriaTIC.TVCundinamarca,4454,214
ant.ConsejeriaTIC.ParquesColombia,164785,7778
ant.ConsejeriaTIC.MinTransporteCo,204685,947
ant.ConsejeriaTIC.MinMinas,263605,4390
ant.ConsejeriaTIC.ConsejeriaDDHH,39091,16902
ant.ConsejeriaTIC.ViceColombia,107079,4182
ant.ConsejeriaTIC.CancilleriaCol,214838,664
ant.ConsejeriaTIC.MinHacienda,318210,2053
ant.ConsejeriaTIC.Minvivienda,261130,2070
ant.ConsejeriaTIC.MinAmbienteCo,485950,7895
ant.ConsejeriaTIC.mincultura,545039,15056
ant.ConsejeriaTIC.lafm,1997627,410
ant.ConsejeriaTIC.MarthaECamargo,15906,2639
ant.ConsejeriaTIC.noticiassuperoF,10759,15
ant.ConsejeriaTIC.MotorTIC,85,6
ant.ConsejeriaTIC.caycedoq,1263,566
ant.ConsejeriaTIC.fcastros05,738,461
ant.ConsejeriaTIC.Aztlek,773,590
ant.ConsejeriaTIC.HyperXLatam,75604,2905
ant.ConsejeriaTIC.lyon_l,425,4146
ant.ConsejeriaTIC.lcarloszapatag,567,7890
ant.ConsejeriaTIC.indiracaicedozu,125,575
ant.ConsejeriaTIC.AndreaGalz,363,2661
ant.ConsejeriaTIC.cengativa,1764,4305
ant.ConsejeriaTIC.RafaelGalvis22,277,12
ant.ConsejeriaTIC.denrmedina,687,5641
ant.ConsejeriaTIC.bogota_emprende,40772,840
ant.ConsejeriaTIC.ONUHumanRights,307469,305
ant.ConsejeriaTIC.selenelozada,598,12405
ant.ConsejeriaTIC.MinInterior,305928,4923
ant.ConsejeriaTIC.SeguraRestrepo,462,941
ant.ConsejeriaTIC.STransparencia,8491,5930
ant.ConsejeriaTIC.Leonardo7mm,146,835
ant.ConsejeriaTIC.colegiosbogota,4476,82
ant.ConsejeriaTIC.CooperGED,275,46
ant.ConsejeriaTIC.IBMColombia,4785,322
ant.ConsejeriaTIC.elheraldoco,980568,2710
ant.ConsejeriaTIC.minutounocom,338795,594
ant.ConsejeriaTIC.ICIPC,533,461
ant.ConsejeriaTIC.paismoderno,1154,38
ant.ConsejeriaTIC.NASA,29331172,3638
ant.ConsejeriaTIC.CienciaCol,1705,37
ant.ConsejeriaTIC.TWASnews,4174,361
ant.ConsejeriaTIC.maxplanckpress,136825,5651
ant.ConsejeriaTIC.OCyTColombia,2523,227
ant.ConsejeriaTIC.CineParaTodosCO,3702,1539
ant.ConsejeriaTIC.CundinamarcaGob,19978,4164
ant.ConsejeriaTIC.CorpoGen,434,183
ant.ConsejeriaTIC.CIDEIM,356,58
ant.ConsejeriaTIC.emprende_col,14469,23
ant.ConsejeriaTIC.OVTT,3509,899
ant.ConsejeriaTIC.cidei,51,0
ant.ConsejeriaTIC.CorpoCalidadCol,160,6
ant.ConsejeriaTIC.CiderUniandes,5493,1591
ant.ConsejeriaTIC.LaRedInnova,361695,6282
ant.ConsejeriaTIC.CorpCDTdeGAS,80,15
ant.ConsejeriaTIC.InnovacionCundi,1963,831
ant.ConsejeriaTIC.FundanetSuite,501,179
ant.ConsejeriaTIC.Regalias_gov,18597,221
ant.ConsejeriaTIC.BIOINTROPIC,1302,884
ant.ConsejeriaTIC.FedesoftCol,12202,5540
ant.ConsejeriaTIC.YanethGiha,23852,3170
ant.ConsejeriaTIC.IBalseiro,4616,385
ant.ConsejeriaTIC.InfotecINVES,4024,9212
ant.ConsejeriaTIC.CINSET,154,20
ant.ConsejeriaTIC.3Biomat,155,14
ant.ConsejeriaTIC.el_BID,364781,139
ant.ConsejeriaTIC.PaisdelSaber,3092,157
ant.ConsejeriaTIC.ScienceCenters,6825,6886
ant.ConsejeriaTIC.REDVERTICE,149,214
ant.ConsejeriaTIC.CIF_COL,158,65
ant.ConsejeriaTIC.ComputerworldCo,1369,191
ant.ConsejeriaTIC.Klamypoet,1467,7638
ant.ConsejeriaTIC.cboteromarino,23087,16680
ant.ConsejeriaTIC.BLUDeportes,115505,848
ant.ConsejeriaTIC.ffranrojas,3888,3238
ant.ConsejeriaTIC.NacionTalento,202,411
ant.ConsejeriaTIC.Superestacion,24884,4077
ant.ConsejeriaTIC.JuanDavidAristi,19057,23407
ant.ConsejeriaTIC.spcrucianelli,31971,5749
ant.ConsejeriaTIC.FedericoBasanes,1375,3450
ant.ConsejeriaTIC.FonsecaMonica,942878,17333
ant.ConsejeriaTIC.CFR_org,374378,92
ant.ConsejeriaTIC.levi_m,10225,411
ant.ConsejeriaTIC.SEIclimate,32374,209
ant.ConsejeriaTIC.Sandra_R7,1012,7695
ant.ConsejeriaTIC.CorpoSimbiosis,609,56
ant.ConsejeriaTIC.jicriado,6219,6491
ant.ConsejeriaTIC.GobAbiertoCol,3185,19390
ant.ConsejeriaTIC.innova_ve,555,340
ant.ConsejeriaTIC.FundacionISD,2380,3440
ant.ConsejeriaTIC.jnicobarragan,210,84
ant.ConsejeriaTIC.papelysignos,1786,12428
ant.ConsejeriaTIC.novagob,14089,9208
ant.ConsejeriaTIC.CaseSmartfone,78,30
ant.ConsejeriaTIC.DisruptivoTV,24361,29080
ant.ConsejeriaTIC.mramirezcabello,14093,3740
ant.ConsejeriaTIC.CesarCalderon,20600,7638
ant.ConsejeriaTIC.TchoukColombia,250,90
ant.ConsejeriaTIC.EVELYNSUAREZ11,260,415
ant.ConsejeriaTIC.aca_ciencia,5328,4323
ant.ConsejeriaTIC.ICBFColombia,278983,15876
ant.ConsejeriaTIC.FiscaliaCol,586389,0
ant.ConsejeriaTIC.MinjusticiaCo,249202,8918
ant.ConsejeriaTIC.PGN_COL,187609,2542
ant.ConsejeriaTIC.CongresoCol,148103,249
ant.ConsejeriaTIC.DefensoriaCol,304172,1214
ant.ConsejeriaTIC.ProBogotaRegion,6816,961
ant.ConsejeriaTIC.andresbarreto,21591,1712
ant.ConsejeriaTIC.robertosaenz,13585,393
ant.ConsejeriaTIC.ContrasteBogota,1421,5
ant.ConsejeriaTIC.eluniversoco,32908,8052
ant.ConsejeriaTIC.HasbleydiLG,152,94
ant.ConsejeriaTIC.red_ici,259,0
ant.ConsejeriaTIC.ProyectoLATin,355,274
ant.ConsejeriaTIC.CCCol,5409,243
ant.ConsejeriaTIC.InternetActiva,1028,63
ant.ConsejeriaTIC.PaiisUniandes,1917,167
ant.ConsejeriaTIC.PVacaV,3273,2097
ant.ConsejeriaTIC.CarlosCortes,19488,4714
ant.ConsejeriaTIC.The_Dialogue,13488,3713
ant.ConsejeriaTIC.cdraldia,1561,372
ant.ConsejeriaTIC.Karisma,7195,1932
ant.ConsejeriaTIC.carobotero,8184,5523
ant.ConsejeriaTIC.virginiog,46580,486
ant.ConsejeriaTIC.Katzmauricio,1156,132
ant.ConsejeriaTIC.CasaE_,80900,11868
ant.ConsejeriaTIC.civicobogota,15092,4854
ant.ConsejeriaTIC.FLACMA_UCLG,759,303
ant.ConsejeriaTIC.Fedesarrollo,12918,215
ant.ConsejeriaTIC.Ariasvilla,89937,18548
ant.ConsejeriaTIC.Camolina1,1913,19
ant.ConsejeriaTIC.gestionpublicav,8682,1272
ant.ConsejeriaTIC.jualop,651,210
ant.ConsejeriaTIC.Chanteler,2430,291
ant.ConsejeriaTIC.MadridEmprende,50847,3286
ant.ConsejeriaTIC.inst_humboldt,62836,9342
ant.ConsejeriaTIC.interlocalBK,125,2
ant.ConsejeriaTIC.LeonardoSicard,1241,1083
ant.ConsejeriaTIC.innovapolitica,1823,209
ant.ConsejeriaTIC.elpaisinenglish,39456,1247
ant.ConsejeriaTIC.ticjob,30548,711
ant.ConsejeriaTIC.soniaperilla,1630,2325
ant.ConsejeriaTIC.omchamat,764,888
ant.ConsejeriaTIC.JuanValdezCafe,284238,26621
ant.ConsejeriaTIC.marthadelgado,11395,10421
ant.ConsejeriaTIC.Fogafin,15632,212
ant.ConsejeriaTIC.JackPriga,4420,8812
ant.ConsejeriaTIC.SePuedeSer,6184,3881
ant.ConsejeriaTIC.santiagov72,1601,1037
ant.ConsejeriaTIC.hiperterminal,5548,663
ant.ConsejeriaTIC.SemanaEd,20445,1748
ant.ConsejeriaTIC.Vergaran,3385,136
ant.ConsejeriaTIC.comunidadACIS,3267,1658
ant.ConsejeriaTIC.Todelar,44331,497
ant.ConsejeriaTIC.iPankajS,11370,33855
ant.ConsejeriaTIC.abernal2000,14819,4926
ant.ConsejeriaTIC.itcandino,3363,5
ant.ConsejeriaTIC.LaSinEstilo,19207,78204
ant.ConsejeriaTIC.Justicia_Suba,86,40
ant.ConsejeriaTIC.FundBavaria,12700,2476
ant.ConsejeriaTIC.Victorfelipec1,66,6
ant.ConsejeriaTIC.CarolinaECOVIDA,27338,10743
ant.ConsejeriaTIC.LLegue_Yo_,1662,3345
ant.ConsejeriaTIC.mariolopez1959,2987,128
ant.ConsejeriaTIC.GatoradeCol,10266,965
ant.ConsejeriaTIC.FuturEnergy_,12197,131440
ant.ConsejeriaTIC.johapaom03,206,935
ant.ConsejeriaTIC.cartelurbano,86038,2699
ant.ConsejeriaTIC.1280Almas,38801,753
ant.ConsejeriaTIC.FGAA,56549,5379
ant.ConsejeriaTIC.Payless_CO,115787,345
ant.ConsejeriaTIC.fteatronacional,310809,7252
ant.ConsejeriaTIC.FITBogota,103992,3429
ant.ConsejeriaTIC.TeatroJEG,53516,410
ant.ConsejeriaTIC.CatalinaCarran4,13,0
ant.ConsejeriaTIC.ravilapinto,4351,44
ant.ConsejeriaTIC.elcitizen,2543157,229
ant.ConsejeriaTIC.Tutina_deSantos,55465,371
ant.ConsejeriaTIC.jufemun,150470,1955
ant.ConsejeriaTIC.DTAndresVillaG,395,34659
ant.ConsejeriaTIC.alexandrapc31,603,677
ant.ConsejeriaTIC.Surundundun,923,11139
ant.ConsejeriaTIC.CMILANOTICIA,1074910,0
ant.ConsejeriaTIC.larrotajuan,481,4223
ant.ConsejeriaTIC.MarcelaRojasEs,1603,2110
ant.ConsejeriaTIC.Albert484M,323,101
ant.ConsejeriaTIC.vitoabarzua,203,264
ant.ConsejeriaTIC.vannealfonso,295,2986
ant.ConsejeriaTIC.chelo1215,411,2373
ant.ConsejeriaTIC.carloscaicedo,2517,12118
ant.ConsejeriaTIC.getonbrd_co,2018,11
ant.ConsejeriaTIC.fundacioncd,12276,117397
ant.ConsejeriaTIC.Vanessamonak,914,1082
ant.ConsejeriaTIC.periodista19,7911,16331
ant.ConsejeriaTIC.TottoColombia,106300,15943
ant.ConsejeriaTIC.TEDxBogota,18740,1129
ant.ConsejeriaTIC.fpaisdigital,12623,7548
ant.ConsejeriaTIC.LScatorchia,1508,816
ant.ConsejeriaTIC.AldoECadena,4683,2384
ant.ConsejeriaTIC.SismaMujer,12463,3137
ant.ConsejeriaTIC.RedCisur,935,408
ant.ConsejeriaTIC.Edithparadac,5051,42156
ant.ConsejeriaTIC.bogotacity,3687,3238
ant.ConsejeriaTIC.infopresidencia,765118,1603
ant.ConsejeriaTIC.un_bogota,53907,48
ant.ConsejeriaTIC.facamargos,786,860
ant.ConsejeriaTIC.LCaballeroD,4734,779
ant.ConsejeriaTIC.hrw,3726651,1918
ant.ConsejeriaTIC.YcColombia,9004,649
ant.ConsejeriaTIC.juanchosierrar,1757,3202
ant.ConsejeriaTIC.Daliambernal,15792,292
ant.ConsejeriaTIC.IDTBogota,15653,12630
ant.ConsejeriaTIC.dbarbosam,823,3106
ant.ConsejeriaTIC.martinceronrica,323,5
ant.ConsejeriaTIC.Trunimrod,5065,1488
ant.ConsejeriaTIC.martijordi,263,206
ant.ConsejeriaTIC.maroma5,516,15036
ant.ConsejeriaTIC.MSFTColombia,23847,2910
ant.ConsejeriaTIC.VillaaMetropoli,101,80
ant.ConsejeriaTIC.AlirioUribeMuoz,49015,9988
ant.ConsejeriaTIC.mabelpalaciost,89,3
ant.ConsejeriaTIC.PquenosEmp,141,113
ant.ConsejeriaTIC.bogotacomovamos,24091,1282
ant.ConsejeriaTIC.GaloisGames,69,85
ant.ConsejeriaTIC.eduticsco,39,2
ant.ConsejeriaTIC.AEmprenderRD,2203,431
ant.ConsejeriaTIC.GaleriaArmenia,1116,1087
ant.ConsejeriaTIC.martinmeneses,563,113
ant.ConsejeriaTIC.UN_InTIColombia,477,81
ant.ConsejeriaTIC.mau_rs,7865,369158
ant.ConsejeriaTIC.BogoNews,428,269
ant.ConsejeriaTIC.rmartinezp77,473,16983
ant.ConsejeriaTIC.SWCol,12746,1277
ant.ConsejeriaTIC.TheStartupTimes,145381,1428
ant.ConsejeriaTIC.MasDisenioBog,478,236
ant.ConsejeriaTIC.investinbogota,7942,1660
ant.ConsejeriaTIC.PrensaUN,248378,665
ant.ConsejeriaTIC.ForoASCTI,91,45
ant.ConsejeriaTIC.RedRECI,2914,1690
ant.ConsejeriaTIC.SWeduBogota,540,168
ant.ConsejeriaTIC.tribuinnova,532,113
ant.ConsejeriaTIC.Carvajaltys,2129,438
ant.ConsejeriaTIC.puntoCO,19212,1798
ant.ConsejeriaTIC.ElEspaciocol,769,342
ant.ConsejeriaTIC.nathalymediox,380,841
ant.ConsejeriaTIC.nvelez,2139,3294
ant.ConsejeriaTIC.ValentinaProvi,324,432
ant.ConsejeriaTIC.rlomeli88,875,315
ant.ConsejeriaTIC.NadezdaVera,2049,356
ant.ConsejeriaTIC.maolibrarian,2065,1880
ant.ConsejeriaTIC.elkingaravito,2906,344
ant.ConsejeriaTIC.elbisnet,1589,2243
ant.ConsejeriaTIC.DefendemosBog,622,1797
ant.ConsejeriaTIC.unicienciabog,632,788
ant.ConsejeriaTIC.santitrujillo8,6259,1989
ant.ConsejeriaTIC.ClarisaRuizC,1202,169
ant.ConsejeriaTIC.amaurydiazr,266,50
ant.ConsejeriaTIC.OngSomosCiudad,180,11
ant.ConsejeriaTIC.CarlosAMontoyaC,308,160
ant.ConsejeriaTIC.EmTechLATAM,8890,8921
ant.ConsejeriaTIC.UNICEFenEspanol,189644,6569
ant.ConsejeriaTIC.ONU_es,1031117,199
ant.ConsejeriaTIC.ParqueSoftPasto,4625,3054
ant.ConsejeriaTIC.pnud,309779,8045
ant.ConsejeriaTIC.AndresMunozCast,1542,32
ant.ConsejeriaTIC.prismaconsultor,41019,716
ant.ConsejeriaTIC.DraBenavides_MB,15230,74
ant.ConsejeriaTIC.TheWineStoreCo,2655,132
ant.ConsejeriaTIC.LaBitagora,14860,5369
ant.ConsejeriaTIC.YoSoyDigital,6717,1354
ant.ConsejeriaTIC.Dielmer,7272,17293
ant.ConsejeriaTIC.TERRITORIOTOTAL,326,4445
ant.ConsejeriaTIC.SamRivers_23,815,299
ant.ConsejeriaTIC.SUBAseAlaBICI,7987,521
ant.ConsejeriaTIC.ForoextensionUN,377,2
ant.ConsejeriaTIC.telecomkh,5769,58
ant.ConsejeriaTIC.APT_social,58,63
ant.ConsejeriaTIC.gtpintado,9943,54618
ant.ConsejeriaTIC.cbedoyasuarez,1712,6223
ant.ConsejeriaTIC.sacarratas,4892,4804
ant.ConsejeriaTIC.andreasandoval1,604,312
ant.ConsejeriaTIC.JuliethOchoa1,1027,979
ant.ConsejeriaTIC.elamplificador1,2740,3655
ant.ConsejeriaTIC.BCN_digital,8009,2381
ant.ConsejeriaTIC.juancameneses,35650,10053
ant.ConsejeriaTIC.AntonietaCano,5159,393
ant.ConsejeriaTIC.Banrepcultural,44324,6615
ant.ConsejeriaTIC.ProfeMaryLuz,140,13
ant.ConsejeriaTIC.fontibonfm,1888,648
ant.ConsejeriaTIC.jmarinpu,2903,18835
ant.ConsejeriaTIC.concejocomvamos,9825,104
ant.ConsejeriaTIC.DonkaAt,4464,6934
ant.ConsejeriaTIC.formanchuk,24431,10167
ant.ConsejeriaTIC.transmisitp,33449,950
ant.ConsejeriaTIC.DONTETTO,302423,482
ant.ConsejeriaTIC.MojitoLite,50721,19860
ant.ConsejeriaTIC.LA33Orquesta,37949,10574
ant.ConsejeriaTIC.fleoparra,127,38
ant.ConsejeriaTIC.MarcoPeresU,267,2
ant.ConsejeriaTIC.territoriodata,477,224
ant.ConsejeriaTIC.ciudadelfuturo,56673,20178
ant.ConsejeriaTIC.AndresCarboA,857,1509
ant.ConsejeriaTIC.OscarG_Sanchez,6357,2773
ant.ConsejeriaTIC.sanalejo777,872,288
ant.ConsejeriaTIC.centroderelevo,3108,406
ant.ConsejeriaTIC.monroypardo,1035,1618
ant.ConsejeriaTIC.Peatonalseptima,341,6
ant.ConsejeriaTIC.javioegas,1401,5056
ant.ConsejeriaTIC.profvirtualibre,1439,11702
ant.ConsejeriaTIC.CIDET,3320,4328
ant.ConsejeriaTIC.DDDI_virtual,267,0
ant.ConsejeriaTIC.danielruedao,363,771
ant.ConsejeriaTIC.Carolinabs297,389,143
ant.ConsejeriaTIC.juanp05,812,5627
ant.ConsejeriaTIC.paulalvarez,690,2594
ant.ConsejeriaTIC.LaDocValbuena,2264,1863
ant.ConsejeriaTIC.NotiCableImagen,741,121
ant.ConsejeriaTIC.SaldarriagaConc,5984,3445
ant.ConsejeriaTIC.arielbarbosa,1321,2041
ant.ConsejeriaTIC.TabogoTV,10106,59653
ant.ConsejeriaTIC.SISocialesCali,263,345
ant.ConsejeriaTIC.AndreCardonaL,5182,1828
ant.ConsejeriaTIC.nllanon,3861,2554
ant.ConsejeriaTIC.Guaduatech,184,8
ant.ConsejeriaTIC.AdolfoUEX,924,4952
ant.ConsejeriaTIC.mayescobar,3314,3607
ant.ConsejeriaTIC.Ciudad_UNAL,5143,1249
ant.ConsejeriaTIC.Catedra_TIC,112,0
ant.ConsejeriaTIC.superaelcancer,3081,2765
ant.ConsejeriaTIC.DistritoJoven_,7431,3200
ant.ConsejeriaTIC.DigitalGreenCo,292,180
ant.ConsejeriaTIC.linea195,216,3
ant.ConsejeriaTIC.bogotania2,193,0
ant.ConsejeriaTIC.DellEMCLatam,10407,470
ant.ConsejeriaTIC.VRI_UN,15659,5839
ant.ConsejeriaTIC.mujeresprogrepa,470,388
ant.ConsejeriaTIC.preyesmd,85,18
ant.ConsejeriaTIC.Misionpyme,3055,97
ant.ConsejeriaTIC.Tecnalia_Co,1555,339
ant.ConsejeriaTIC.EnDirectoSabana,2599,730
ant.ConsejeriaTIC.KioskoTeatral,3316,2042
ant.ConsejeriaTIC.alfredoardilag,978,2975
ant.ConsejeriaTIC.CiudConSentido,213,45
ant.ConsejeriaTIC.Transformemos_,2001,1357
ant.ConsejeriaTIC.PartidoASI_,17009,3865
ant.ConsejeriaTIC.InecTIC,628,379
ant.ConsejeriaTIC.Digiculturizar,846,3814
ant.ConsejeriaTIC.hackerciudadano,7687,1171
ant.ConsejeriaTIC.ViveUPB,431,317
ant.ConsejeriaTIC.ecomunidadco,1472,3998
ant.ConsejeriaTIC.forofuturotic,26,5
ant.ConsejeriaTIC.Bogota2016_,1900,2573
ant.ConsejeriaTIC.ciudadenaccion7,555,1
ant.ConsejeriaTIC.cjdiez10,790,152
ant.ConsejeriaTIC.roramirez,10698,27
ant.ConsejeriaTIC.planetariobta,12969,352
ant.ConsejeriaTIC.AsoticsColombia,154,19
ant.ConsejeriaTIC.ABCamilo,2062,307
ant.ConsejeriaTIC.caciquitxs,310,18
ant.ConsejeriaTIC.GaiaTS,798,22
ant.ConsejeriaTIC.lauragarciavito,54,5
ant.ConsejeriaTIC.ursulasola,4154,29926
ant.ConsejeriaTIC.PaolaPulido5,140,293
ant.ConsejeriaTIC.HPEspana,116703,4212
ant.ConsejeriaTIC.Intel_Spain,42041,2196
ant.ConsejeriaTIC.UMVbogota,21055,408
ant.ConsejeriaTIC.SorangelaMirand,17,389
ant.ConsejeriaTIC.GonzaloAgudeloH,2946,4154
ant.ConsejeriaTIC.Virtualab_,955,569
ant.ConsejeriaTIC.Guzmansaurio,20,458
ant.ConsejeriaTIC.ServicioCivilD,3976,215
ant.ConsejeriaTIC.atiragraMairaM,990,391
ant.ConsejeriaTIC.loisemagic,3597,20986
ant.ConsejeriaTIC.UNIMINUTOBtaSur,1729,462
ant.ConsejeriaTIC.DISCuniandes,2704,397
ant.ConsejeriaTIC.aportesenlinea,23162,8
ant.ConsejeriaTIC._anamunoz,1271,1009
ant.ConsejeriaTIC.WeelUp,335,118
ant.ConsejeriaTIC.servilleta,6314,5017
ant.ConsejeriaTIC.espacio_CAB,1125,141
ant.ConsejeriaTIC.BOG_Ciudadana,1594,6310
ant.ConsejeriaTIC.OpenSAI,311,1696
ant.ConsejeriaTIC.YoVotoPaz,4874,1436
ant.ConsejeriaTIC.RevolucionCul,362,1
ant.ConsejeriaTIC.FNAahorro,59613,6302
ant.ConsejeriaTIC.SoyEspectador,8542,10339
ant.ConsejeriaTIC.pipeortiz,283,293
ant.ConsejeriaTIC.librevolucion,57,509
ant.ConsejeriaTIC.MarceFerragamo,237,3258
ant.ConsejeriaTIC.MaoNoticia,3101,252
ant.ConsejeriaTIC.asopadresmerani,1516,450
ant.ConsejeriaTIC.JorgeGonzalez68,69,22
ant.ConsejeriaTIC.Cantalquimia,601,27923
ant.ConsejeriaTIC.BibliotecaNalCo,92875,43338
ant.ConsejeriaTIC.rbonifaz,4492,2207
ant.ConsejeriaTIC.AlexViveBog,105,10
ant.ConsejeriaTIC.Reddecordobeses,1074,998
ant.ConsejeriaTIC.totomelitas,3,0
ant.ConsejeriaTIC._iggl_,20887,16
ant.ConsejeriaTIC.CLOG_UNLP,2883,27
ant.ConsejeriaTIC.DAFP_COLOMBIA,30163,2573
ant.ConsejeriaTIC.Soniaguer,1946,8316
ant.ConsejeriaTIC.France_Colombia,9144,6960
ant.ConsejeriaTIC.Marketono,980,7097
